case,task,subtask,score,value,alg_number,alg_name,phase
347,hippocampus,hippocampus_L1,DCS,0.896551724137931,2,beomheep,1
347,hippocampus,hippocampus_L2,DCS,0.877736252002136,2,beomheep,1
347,hippocampus,hippocampus_L1,HSD,0.98527735,2,beomheep,1
347,hippocampus,hippocampus_L2,HSD,0.97625554,2,beomheep,1
348,hippocampus,hippocampus_L1,DCS,0.94383775351014,2,beomheep,1
348,hippocampus,hippocampus_L2,DCS,0.938053097345133,2,beomheep,1
348,hippocampus,hippocampus_L1,HSD,0.9990189,2,beomheep,1
348,hippocampus,hippocampus_L2,HSD,0.99943596,2,beomheep,1
349,hippocampus,hippocampus_L1,DCS,0.873362445414847,2,beomheep,1
349,hippocampus,hippocampus_L2,DCS,0.848748083801737,2,beomheep,1
349,hippocampus,hippocampus_L1,HSD,0.9689526,2,beomheep,1
349,hippocampus,hippocampus_L2,HSD,0.97616345,2,beomheep,1
350,hippocampus,hippocampus_L1,DCS,0.901888530631046,2,beomheep,1
350,hippocampus,hippocampus_L2,DCS,0.875810473815461,2,beomheep,1
350,hippocampus,hippocampus_L1,HSD,0.9912547,2,beomheep,1
350,hippocampus,hippocampus_L2,HSD,0.9777787,2,beomheep,1
351,hippocampus,hippocampus_L1,DCS,0.861037037037037,2,beomheep,1
351,hippocampus,hippocampus_L2,DCS,0.862048894062864,2,beomheep,1
351,hippocampus,hippocampus_L1,HSD,0.92122346,2,beomheep,1
351,hippocampus,hippocampus_L2,HSD,0.92203367,2,beomheep,1
352,hippocampus,hippocampus_L1,DCS,0.942336420675232,2,beomheep,1
352,hippocampus,hippocampus_L2,DCS,0.907746705239473,2,beomheep,1
352,hippocampus,hippocampus_L1,HSD,0.99853265,2,beomheep,1
352,hippocampus,hippocampus_L2,HSD,0.99217725,2,beomheep,1
353,hippocampus,hippocampus_L1,DCS,0.93104388116653,2,beomheep,1
353,hippocampus,hippocampus_L2,DCS,0.912280701754386,2,beomheep,1
353,hippocampus,hippocampus_L1,HSD,0.9967591,2,beomheep,1
353,hippocampus,hippocampus_L2,HSD,0.9946087,2,beomheep,1
354,hippocampus,hippocampus_L1,DCS,0.907772020725389,2,beomheep,1
354,hippocampus,hippocampus_L2,DCS,0.904149620105202,2,beomheep,1
354,hippocampus,hippocampus_L1,HSD,0.9943522,2,beomheep,1
354,hippocampus,hippocampus_L2,HSD,0.989101,2,beomheep,1
355,hippocampus,hippocampus_L1,DCS,0.918549346016647,2,beomheep,1
355,hippocampus,hippocampus_L2,DCS,0.938013915243517,2,beomheep,1
355,hippocampus,hippocampus_L1,HSD,0.996012,2,beomheep,1
355,hippocampus,hippocampus_L2,HSD,0.9967246,2,beomheep,1
356,hippocampus,hippocampus_L1,DCS,0.758965047662279,2,beomheep,1
356,hippocampus,hippocampus_L2,DCS,0.772178850248403,2,beomheep,1
356,hippocampus,hippocampus_L1,HSD,0.86125916,2,beomheep,1
356,hippocampus,hippocampus_L2,HSD,0.9022142,2,beomheep,1
357,hippocampus,hippocampus_L1,DCS,0.770237121831562,2,beomheep,1
357,hippocampus,hippocampus_L2,DCS,0.684380032206119,2,beomheep,1
357,hippocampus,hippocampus_L1,HSD,0.91648346,2,beomheep,1
357,hippocampus,hippocampus_L2,HSD,0.8020836,2,beomheep,1
358,hippocampus,hippocampus_L1,DCS,0.876670870113493,2,beomheep,1
358,hippocampus,hippocampus_L2,DCS,0.884966908288686,2,beomheep,1
358,hippocampus,hippocampus_L1,HSD,0.9524378,2,beomheep,1
358,hippocampus,hippocampus_L2,HSD,0.9929754,2,beomheep,1
359,hippocampus,hippocampus_L1,DCS,0.913572343149808,2,beomheep,1
359,hippocampus,hippocampus_L2,DCS,0.897137311984474,2,beomheep,1
359,hippocampus,hippocampus_L1,HSD,0.98951226,2,beomheep,1
359,hippocampus,hippocampus_L2,HSD,0.9679437,2,beomheep,1
360,hippocampus,hippocampus_L1,DCS,0.878710771840543,2,beomheep,1
360,hippocampus,hippocampus_L2,DCS,0.866585067319461,2,beomheep,1
360,hippocampus,hippocampus_L1,HSD,0.9711679,2,beomheep,1
360,hippocampus,hippocampus_L2,HSD,0.9758445,2,beomheep,1
361,hippocampus,hippocampus_L1,DCS,0.881555686505598,2,beomheep,1
361,hippocampus,hippocampus_L2,DCS,0.880056777856636,2,beomheep,1
361,hippocampus,hippocampus_L1,HSD,0.95402545,2,beomheep,1
361,hippocampus,hippocampus_L2,HSD,0.94661295,2,beomheep,1
362,hippocampus,hippocampus_L1,DCS,0.918491163281456,2,beomheep,1
362,hippocampus,hippocampus_L2,DCS,0.890350877192982,2,beomheep,1
362,hippocampus,hippocampus_L1,HSD,0.9905583,2,beomheep,1
362,hippocampus,hippocampus_L2,HSD,0.9882459,2,beomheep,1
363,hippocampus,hippocampus_L1,DCS,0.896903175225402,2,beomheep,1
363,hippocampus,hippocampus_L2,DCS,0.90137547556336,2,beomheep,1
363,hippocampus,hippocampus_L1,HSD,0.9877854,2,beomheep,1
363,hippocampus,hippocampus_L2,HSD,0.9913804,2,beomheep,1
364,hippocampus,hippocampus_L1,DCS,0.935628227194492,2,beomheep,1
364,hippocampus,hippocampus_L2,DCS,0.942073170731707,2,beomheep,1
364,hippocampus,hippocampus_L1,HSD,0.9847217,2,beomheep,1
364,hippocampus,hippocampus_L2,HSD,0.998161,2,beomheep,1
365,hippocampus,hippocampus_L1,DCS,0.936755270394134,2,beomheep,1
365,hippocampus,hippocampus_L2,DCS,0.932229377491567,2,beomheep,1
365,hippocampus,hippocampus_L1,HSD,0.9953501,2,beomheep,1
365,hippocampus,hippocampus_L2,HSD,0.99885726,2,beomheep,1
366,hippocampus,hippocampus_L1,DCS,0.900826446280992,2,beomheep,1
366,hippocampus,hippocampus_L2,DCS,0.887539751373229,2,beomheep,1
366,hippocampus,hippocampus_L1,HSD,0.9598334,2,beomheep,1
366,hippocampus,hippocampus_L2,HSD,0.9635769,2,beomheep,1
367,hippocampus,hippocampus_L1,DCS,0.878024444998753,2,beomheep,1
367,hippocampus,hippocampus_L2,DCS,0.892134085628941,2,beomheep,1
367,hippocampus,hippocampus_L1,HSD,0.96256095,2,beomheep,1
367,hippocampus,hippocampus_L2,HSD,0.96938884,2,beomheep,1
368,hippocampus,hippocampus_L1,DCS,0.906199285946121,2,beomheep,1
368,hippocampus,hippocampus_L2,DCS,0.897005593945377,2,beomheep,1
368,hippocampus,hippocampus_L1,HSD,0.99812645,2,beomheep,1
368,hippocampus,hippocampus_L2,HSD,0.988106,2,beomheep,1
369,hippocampus,hippocampus_L1,DCS,0.920611798980335,2,beomheep,1
369,hippocampus,hippocampus_L2,DCS,0.930809804529941,2,beomheep,1
369,hippocampus,hippocampus_L1,HSD,0.9914203,2,beomheep,1
369,hippocampus,hippocampus_L2,HSD,0.996559,2,beomheep,1
370,hippocampus,hippocampus_L1,DCS,0.75293166194905,2,beomheep,1
370,hippocampus,hippocampus_L2,DCS,0.847436689314392,2,beomheep,1
370,hippocampus,hippocampus_L1,HSD,0.78847885,2,beomheep,1
370,hippocampus,hippocampus_L2,HSD,0.91989833,2,beomheep,1
371,hippocampus,hippocampus_L1,DCS,0.919346336320506,2,beomheep,1
371,hippocampus,hippocampus_L2,DCS,0.910546659304252,2,beomheep,1
371,hippocampus,hippocampus_L1,HSD,0.99613297,2,beomheep,1
371,hippocampus,hippocampus_L2,HSD,0.9973237,2,beomheep,1
372,hippocampus,hippocampus_L1,DCS,0.93142144638404,2,beomheep,1
372,hippocampus,hippocampus_L2,DCS,0.921673482227115,2,beomheep,1
372,hippocampus,hippocampus_L1,HSD,0.9997582,2,beomheep,1
372,hippocampus,hippocampus_L2,HSD,0.99756145,2,beomheep,1
373,hippocampus,hippocampus_L1,DCS,0.933738266151298,2,beomheep,1
373,hippocampus,hippocampus_L2,DCS,0.926409903713893,2,beomheep,1
373,hippocampus,hippocampus_L1,HSD,0.9959213,2,beomheep,1
373,hippocampus,hippocampus_L2,HSD,0.99591947,2,beomheep,1
374,hippocampus,hippocampus_L1,DCS,0.940386680988185,2,beomheep,1
374,hippocampus,hippocampus_L2,DCS,0.901016949152542,2,beomheep,1
374,hippocampus,hippocampus_L1,HSD,0.98510164,2,beomheep,1
374,hippocampus,hippocampus_L2,HSD,0.9687021,2,beomheep,1
375,hippocampus,hippocampus_L1,DCS,0.900197238658777,2,beomheep,1
375,hippocampus,hippocampus_L2,DCS,0.849079754601227,2,beomheep,1
375,hippocampus,hippocampus_L1,HSD,0.91494596,2,beomheep,1
375,hippocampus,hippocampus_L2,HSD,0.8875957,2,beomheep,1
376,hippocampus,hippocampus_L1,DCS,0.933333333333333,2,beomheep,1
376,hippocampus,hippocampus_L2,DCS,0.937279774489077,2,beomheep,1
376,hippocampus,hippocampus_L1,HSD,0.9994772,2,beomheep,1
376,hippocampus,hippocampus_L2,HSD,0.99618345,2,beomheep,1
377,hippocampus,hippocampus_L1,DCS,0.927995701235895,2,beomheep,1
377,hippocampus,hippocampus_L2,DCS,0.938172043010753,2,beomheep,1
377,hippocampus,hippocampus_L1,HSD,0.99698627,2,beomheep,1
377,hippocampus,hippocampus_L2,HSD,0.99967086,2,beomheep,1
378,hippocampus,hippocampus_L1,DCS,0.889715652404996,2,beomheep,1
378,hippocampus,hippocampus_L2,DCS,0.882564244266372,2,beomheep,1
378,hippocampus,hippocampus_L1,HSD,0.9264573,2,beomheep,1
378,hippocampus,hippocampus_L2,HSD,0.9299705,2,beomheep,1
379,hippocampus,hippocampus_L1,DCS,0.905310621242485,2,beomheep,1
379,hippocampus,hippocampus_L2,DCS,0.897817988291644,2,beomheep,1
379,hippocampus,hippocampus_L1,HSD,0.9655388,2,beomheep,1
379,hippocampus,hippocampus_L2,HSD,0.9723183,2,beomheep,1
380,hippocampus,hippocampus_L1,DCS,0.86600142551675,2,beomheep,1
380,hippocampus,hippocampus_L2,DCS,0.897167248738844,2,beomheep,1
380,hippocampus,hippocampus_L1,HSD,0.94743717,2,beomheep,1
380,hippocampus,hippocampus_L2,HSD,0.9977069,2,beomheep,1
381,hippocampus,hippocampus_L1,DCS,0.887773395482252,2,beomheep,1
381,hippocampus,hippocampus_L2,DCS,0.891497975708502,2,beomheep,1
381,hippocampus,hippocampus_L1,HSD,0.96869886,2,beomheep,1
381,hippocampus,hippocampus_L2,HSD,0.9920817,2,beomheep,1
382,hippocampus,hippocampus_L1,DCS,0.952349654945777,2,beomheep,1
382,hippocampus,hippocampus_L2,DCS,0.937264742785446,2,beomheep,1
382,hippocampus,hippocampus_L1,HSD,0.9996277,2,beomheep,1
382,hippocampus,hippocampus_L2,HSD,0.99577093,2,beomheep,1
383,hippocampus,hippocampus_L1,DCS,0.929398148148148,2,beomheep,1
383,hippocampus,hippocampus_L2,DCS,0.920348058902276,2,beomheep,1
383,hippocampus,hippocampus_L1,HSD,0.98740184,2,beomheep,1
383,hippocampus,hippocampus_L2,HSD,0.99239486,2,beomheep,1
384,hippocampus,hippocampus_L1,DCS,0.925421380743477,2,beomheep,1
384,hippocampus,hippocampus_L2,DCS,0.903405918481295,2,beomheep,1
384,hippocampus,hippocampus_L1,HSD,0.99892086,2,beomheep,1
384,hippocampus,hippocampus_L2,HSD,0.9921357,2,beomheep,1
385,hippocampus,hippocampus_L1,DCS,0.940749697702539,2,beomheep,1
385,hippocampus,hippocampus_L2,DCS,0.949029126213592,2,beomheep,1
385,hippocampus,hippocampus_L1,HSD,0.99690294,2,beomheep,1
385,hippocampus,hippocampus_L2,HSD,0.9993786,2,beomheep,1
386,hippocampus,hippocampus_L1,DCS,0.901908269166388,2,beomheep,1
386,hippocampus,hippocampus_L2,DCS,0.886424932574168,2,beomheep,1
386,hippocampus,hippocampus_L1,HSD,0.9986685,2,beomheep,1
386,hippocampus,hippocampus_L2,HSD,0.98984987,2,beomheep,1
387,hippocampus,hippocampus_L1,DCS,0.917412935323383,2,beomheep,1
387,hippocampus,hippocampus_L2,DCS,0.910807974816369,2,beomheep,1
387,hippocampus,hippocampus_L1,HSD,0.9928588,2,beomheep,1
387,hippocampus,hippocampus_L2,HSD,0.99921906,2,beomheep,1
388,hippocampus,hippocampus_L1,DCS,0.937210282343026,2,beomheep,1
388,hippocampus,hippocampus_L2,DCS,0.915370018975332,2,beomheep,1
388,hippocampus,hippocampus_L1,HSD,0.999095,2,beomheep,1
388,hippocampus,hippocampus_L2,HSD,0.9981268,2,beomheep,1
389,hippocampus,hippocampus_L1,DCS,0.916035162170355,2,beomheep,1
389,hippocampus,hippocampus_L2,DCS,0.897827363476218,2,beomheep,1
389,hippocampus,hippocampus_L1,HSD,0.98757106,2,beomheep,1
389,hippocampus,hippocampus_L2,HSD,0.9786546,2,beomheep,1
390,hippocampus,hippocampus_L1,DCS,0.904735376044568,2,beomheep,1
390,hippocampus,hippocampus_L2,DCS,0.895317626006561,2,beomheep,1
390,hippocampus,hippocampus_L1,HSD,0.99486816,2,beomheep,1
390,hippocampus,hippocampus_L2,HSD,0.9959767,2,beomheep,1
391,hippocampus,hippocampus_L1,DCS,0.934127772260841,2,beomheep,1
391,hippocampus,hippocampus_L2,DCS,0.885102664919179,2,beomheep,1
391,hippocampus,hippocampus_L1,HSD,0.99936694,2,beomheep,1
391,hippocampus,hippocampus_L2,HSD,0.97130007,2,beomheep,1
392,hippocampus,hippocampus_L1,DCS,0.926282051282051,2,beomheep,1
392,hippocampus,hippocampus_L2,DCS,0.913937547600914,2,beomheep,1
392,hippocampus,hippocampus_L1,HSD,0.99856985,2,beomheep,1
392,hippocampus,hippocampus_L2,HSD,0.9887003,2,beomheep,1
393,hippocampus,hippocampus_L1,DCS,0.958599798047795,2,beomheep,1
393,hippocampus,hippocampus_L2,DCS,0.919271727928547,2,beomheep,1
393,hippocampus,hippocampus_L1,HSD,1,2,beomheep,1
393,hippocampus,hippocampus_L2,HSD,0.99742603,2,beomheep,1
394,hippocampus,hippocampus_L1,DCS,0.897540983606557,2,beomheep,1
394,hippocampus,hippocampus_L2,DCS,0.876038338658147,2,beomheep,1
394,hippocampus,hippocampus_L1,HSD,0.93459684,2,beomheep,1
394,hippocampus,hippocampus_L2,HSD,0.92811435,2,beomheep,1
395,hippocampus,hippocampus_L1,DCS,0.902730375426621,2,beomheep,1
395,hippocampus,hippocampus_L2,DCS,0.888243831640058,2,beomheep,1
395,hippocampus,hippocampus_L1,HSD,0.9807744,2,beomheep,1
395,hippocampus,hippocampus_L2,HSD,0.98479986,2,beomheep,1
396,hippocampus,hippocampus_L1,DCS,0.922040922040922,2,beomheep,1
396,hippocampus,hippocampus_L2,DCS,0.937580437580438,2,beomheep,1
396,hippocampus,hippocampus_L1,HSD,0.99548715,2,beomheep,1
396,hippocampus,hippocampus_L2,HSD,0.99869806,2,beomheep,1
397,hippocampus,hippocampus_L1,DCS,0.918548387096774,2,beomheep,1
397,hippocampus,hippocampus_L2,DCS,0.896265560165975,2,beomheep,1
397,hippocampus,hippocampus_L1,HSD,0.99970514,2,beomheep,1
397,hippocampus,hippocampus_L2,HSD,0.99238926,2,beomheep,1
398,hippocampus,hippocampus_L1,DCS,0.93398533007335,2,beomheep,1
398,hippocampus,hippocampus_L2,DCS,0.930860927152318,2,beomheep,1
398,hippocampus,hippocampus_L1,HSD,0.9933265,2,beomheep,1
398,hippocampus,hippocampus_L2,HSD,0.9964155,2,beomheep,1
399,hippocampus,hippocampus_L1,DCS,0.920472692430533,2,beomheep,1
399,hippocampus,hippocampus_L2,DCS,0.901379662749106,2,beomheep,1
399,hippocampus,hippocampus_L1,HSD,0.9973255,2,beomheep,1
399,hippocampus,hippocampus_L2,HSD,0.9848261,2,beomheep,1
400,hippocampus,hippocampus_L1,DCS,0.931224538701174,2,beomheep,1
400,hippocampus,hippocampus_L2,DCS,0.897380850150279,2,beomheep,1
400,hippocampus,hippocampus_L1,HSD,0.99086213,2,beomheep,1
400,hippocampus,hippocampus_L2,HSD,0.98794824,2,beomheep,1
401,hippocampus,hippocampus_L1,DCS,0.928822215129269,2,beomheep,1
401,hippocampus,hippocampus_L2,DCS,0.906301369863014,2,beomheep,1
401,hippocampus,hippocampus_L1,HSD,0.9986165,2,beomheep,1
401,hippocampus,hippocampus_L2,HSD,0.99161035,2,beomheep,1
402,hippocampus,hippocampus_L1,DCS,0.923330585325639,2,beomheep,1
402,hippocampus,hippocampus_L2,DCS,0.885833831440526,2,beomheep,1
402,hippocampus,hippocampus_L1,HSD,0.99573755,2,beomheep,1
402,hippocampus,hippocampus_L2,HSD,0.9833625,2,beomheep,1
403,hippocampus,hippocampus_L1,DCS,0.908057340583292,2,beomheep,1
403,hippocampus,hippocampus_L2,DCS,0.895957193816885,2,beomheep,1
403,hippocampus,hippocampus_L1,HSD,0.9805167,2,beomheep,1
403,hippocampus,hippocampus_L2,HSD,0.9956024,2,beomheep,1
404,hippocampus,hippocampus_L1,DCS,0.916607939863754,2,beomheep,1
404,hippocampus,hippocampus_L2,DCS,0.950753186558517,2,beomheep,1
404,hippocampus,hippocampus_L1,HSD,0.99301404,2,beomheep,1
404,hippocampus,hippocampus_L2,HSD,0.99554133,2,beomheep,1
405,hippocampus,hippocampus_L1,DCS,0.911969940955448,2,beomheep,1
405,hippocampus,hippocampus_L2,DCS,0.894535519125683,2,beomheep,1
405,hippocampus,hippocampus_L1,HSD,0.9597718,2,beomheep,1
405,hippocampus,hippocampus_L2,HSD,0.94139713,2,beomheep,1
406,hippocampus,hippocampus_L1,DCS,0.881807180314643,2,beomheep,1
406,hippocampus,hippocampus_L2,DCS,0.900030385900942,2,beomheep,1
406,hippocampus,hippocampus_L1,HSD,0.983286,2,beomheep,1
406,hippocampus,hippocampus_L2,HSD,0.9833727,2,beomheep,1
407,hippocampus,hippocampus_L1,DCS,0.906836055656382,2,beomheep,1
407,hippocampus,hippocampus_L2,DCS,0.904269081500647,2,beomheep,1
407,hippocampus,hippocampus_L1,HSD,0.99726516,2,beomheep,1
407,hippocampus,hippocampus_L2,HSD,0.9838736,2,beomheep,1
408,hippocampus,hippocampus_L1,DCS,0.911454102355808,2,beomheep,1
408,hippocampus,hippocampus_L2,DCS,0.90251256281407,2,beomheep,1
408,hippocampus,hippocampus_L1,HSD,0.98812366,2,beomheep,1
408,hippocampus,hippocampus_L2,HSD,0.99402606,2,beomheep,1
409,hippocampus,hippocampus_L1,DCS,0.903265181568508,2,beomheep,1
409,hippocampus,hippocampus_L2,DCS,0.898760330578512,2,beomheep,1
409,hippocampus,hippocampus_L1,HSD,0.99035764,2,beomheep,1
409,hippocampus,hippocampus_L2,HSD,0.990896,2,beomheep,1
410,hippocampus,hippocampus_L1,DCS,0.897250361794501,2,beomheep,1
410,hippocampus,hippocampus_L2,DCS,0.892903901544907,2,beomheep,1
410,hippocampus,hippocampus_L1,HSD,0.91515976,2,beomheep,1
410,hippocampus,hippocampus_L2,HSD,0.9183036,2,beomheep,1
411,hippocampus,hippocampus_L1,DCS,0.930705657978385,2,beomheep,1
411,hippocampus,hippocampus_L2,DCS,0.912080057183703,2,beomheep,1
411,hippocampus,hippocampus_L1,HSD,0.9944976,2,beomheep,1
411,hippocampus,hippocampus_L2,HSD,0.9920958,2,beomheep,1
412,hippocampus,hippocampus_L1,DCS,0.903030303030303,2,beomheep,1
412,hippocampus,hippocampus_L2,DCS,0.899237472766884,2,beomheep,1
412,hippocampus,hippocampus_L1,HSD,0.98306096,2,beomheep,1
412,hippocampus,hippocampus_L2,HSD,0.99537915,2,beomheep,1
413,hippocampus,hippocampus_L1,DCS,0.928990923651895,2,beomheep,1
413,hippocampus,hippocampus_L2,DCS,0.90531703156099,2,beomheep,1
413,hippocampus,hippocampus_L1,HSD,0.9969279,2,beomheep,1
413,hippocampus,hippocampus_L2,HSD,0.9921248,2,beomheep,1
414,hippocampus,hippocampus_L1,DCS,0.936799427617458,2,beomheep,1
414,hippocampus,hippocampus_L2,DCS,0.928301886792453,2,beomheep,1
414,hippocampus,hippocampus_L1,HSD,0.9887711,2,beomheep,1
414,hippocampus,hippocampus_L2,HSD,0.99786156,2,beomheep,1
415,hippocampus,hippocampus_L1,DCS,0.919313102799341,2,beomheep,1
415,hippocampus,hippocampus_L2,DCS,0.869033982436044,2,beomheep,1
415,hippocampus,hippocampus_L1,HSD,0.99573123,2,beomheep,1
415,hippocampus,hippocampus_L2,HSD,0.9446811,2,beomheep,1
416,hippocampus,hippocampus_L1,DCS,0.879329608938548,2,beomheep,1
416,hippocampus,hippocampus_L2,DCS,0.886387434554974,2,beomheep,1
416,hippocampus,hippocampus_L1,HSD,0.9415311,2,beomheep,1
416,hippocampus,hippocampus_L2,HSD,0.9299851,2,beomheep,1
417,hippocampus,hippocampus_L1,DCS,0.888686684865029,2,beomheep,1
417,hippocampus,hippocampus_L2,DCS,0.866834875245304,2,beomheep,1
417,hippocampus,hippocampus_L1,HSD,0.9869468,2,beomheep,1
417,hippocampus,hippocampus_L2,HSD,0.9674257,2,beomheep,1
418,hippocampus,hippocampus_L1,DCS,0.900489396411093,2,beomheep,1
418,hippocampus,hippocampus_L2,DCS,0.871087533156499,2,beomheep,1
418,hippocampus,hippocampus_L1,HSD,0.9878743,2,beomheep,1
418,hippocampus,hippocampus_L2,HSD,0.9867618,2,beomheep,1
419,hippocampus,hippocampus_L1,DCS,0.938496583143508,2,beomheep,1
419,hippocampus,hippocampus_L2,DCS,0.914108847046686,2,beomheep,1
419,hippocampus,hippocampus_L1,HSD,0.9996754,2,beomheep,1
419,hippocampus,hippocampus_L2,HSD,0.99194205,2,beomheep,1
420,hippocampus,hippocampus_L1,DCS,0.855281020906869,2,beomheep,1
420,hippocampus,hippocampus_L2,DCS,0.802157252341754,2,beomheep,1
420,hippocampus,hippocampus_L1,HSD,0.94656813,2,beomheep,1
420,hippocampus,hippocampus_L2,HSD,0.94507366,2,beomheep,1
421,hippocampus,hippocampus_L1,DCS,0.884227296866702,2,beomheep,1
421,hippocampus,hippocampus_L2,DCS,0.885308574549427,2,beomheep,1
421,hippocampus,hippocampus_L1,HSD,0.9764234,2,beomheep,1
421,hippocampus,hippocampus_L2,HSD,0.9813239,2,beomheep,1
422,hippocampus,hippocampus_L1,DCS,0.91644204851752,2,beomheep,1
422,hippocampus,hippocampus_L2,DCS,0.918722786647315,2,beomheep,1
422,hippocampus,hippocampus_L1,HSD,0.9955564,2,beomheep,1
422,hippocampus,hippocampus_L2,HSD,0.99866194,2,beomheep,1
423,hippocampus,hippocampus_L1,DCS,0.834975369458128,2,beomheep,1
423,hippocampus,hippocampus_L2,DCS,0.823691460055096,2,beomheep,1
423,hippocampus,hippocampus_L1,HSD,0.8958744,2,beomheep,1
423,hippocampus,hippocampus_L2,HSD,0.91341585,2,beomheep,1
424,hippocampus,hippocampus_L1,DCS,0.872169099144439,2,beomheep,1
424,hippocampus,hippocampus_L2,DCS,0.823995127892814,2,beomheep,1
424,hippocampus,hippocampus_L1,HSD,0.9766422,2,beomheep,1
424,hippocampus,hippocampus_L2,HSD,0.9577305,2,beomheep,1
425,hippocampus,hippocampus_L1,DCS,0.873846153846154,2,beomheep,1
425,hippocampus,hippocampus_L2,DCS,0.85,2,beomheep,1
425,hippocampus,hippocampus_L1,HSD,0.9824264,2,beomheep,1
425,hippocampus,hippocampus_L2,HSD,0.9854329,2,beomheep,1
426,hippocampus,hippocampus_L1,DCS,0.899784740492705,2,beomheep,1
426,hippocampus,hippocampus_L2,DCS,0.871439978706415,2,beomheep,1
426,hippocampus,hippocampus_L1,HSD,0.98399925,2,beomheep,1
426,hippocampus,hippocampus_L2,HSD,0.98140043,2,beomheep,1
427,hippocampus,hippocampus_L1,DCS,0.890570430733411,2,beomheep,1
427,hippocampus,hippocampus_L2,DCS,0.872290763587863,2,beomheep,1
427,hippocampus,hippocampus_L1,HSD,0.9610135,2,beomheep,1
427,hippocampus,hippocampus_L2,HSD,0.9602644,2,beomheep,1
428,hippocampus,hippocampus_L1,DCS,0.850779510022272,2,beomheep,1
428,hippocampus,hippocampus_L2,DCS,0.830652237496344,2,beomheep,1
428,hippocampus,hippocampus_L1,HSD,0.92421454,2,beomheep,1
428,hippocampus,hippocampus_L2,HSD,0.91033614,2,beomheep,1
429,hippocampus,hippocampus_L1,DCS,0.86414708886619,2,beomheep,1
429,hippocampus,hippocampus_L2,DCS,0.841013824884793,2,beomheep,1
429,hippocampus,hippocampus_L1,HSD,0.987442,2,beomheep,1
429,hippocampus,hippocampus_L2,HSD,0.9781223,2,beomheep,1
430,hippocampus,hippocampus_L1,DCS,0.907528156490812,2,beomheep,1
430,hippocampus,hippocampus_L2,DCS,0.901276860791031,2,beomheep,1
430,hippocampus,hippocampus_L1,HSD,0.9939536,2,beomheep,1
430,hippocampus,hippocampus_L2,HSD,0.9922292,2,beomheep,1
431,hippocampus,hippocampus_L1,DCS,0.938215102974828,2,beomheep,1
431,hippocampus,hippocampus_L2,DCS,0.941068139963168,2,beomheep,1
431,hippocampus,hippocampus_L1,HSD,0.99213606,2,beomheep,1
431,hippocampus,hippocampus_L2,HSD,0.9992127,2,beomheep,1
432,hippocampus,hippocampus_L1,DCS,0.880359612724758,2,beomheep,1
432,hippocampus,hippocampus_L2,DCS,0.87434554973822,2,beomheep,1
432,hippocampus,hippocampus_L1,HSD,0.9857002,2,beomheep,1
432,hippocampus,hippocampus_L2,HSD,0.994555,2,beomheep,1
433,hippocampus,hippocampus_L1,DCS,0.896693005560433,2,beomheep,1
433,hippocampus,hippocampus_L2,DCS,0.910179640718563,2,beomheep,1
433,hippocampus,hippocampus_L1,HSD,0.9803922,2,beomheep,1
433,hippocampus,hippocampus_L2,HSD,0.9975865,2,beomheep,1
434,hippocampus,hippocampus_L1,DCS,0.905191323421886,2,beomheep,1
434,hippocampus,hippocampus_L2,DCS,0.901766784452297,2,beomheep,1
434,hippocampus,hippocampus_L1,HSD,0.9768155,2,beomheep,1
434,hippocampus,hippocampus_L2,HSD,0.98952734,2,beomheep,1
435,hippocampus,hippocampus_L1,DCS,0.825090470446321,2,beomheep,1
435,hippocampus,hippocampus_L2,DCS,0.82112676056338,2,beomheep,1
435,hippocampus,hippocampus_L1,HSD,0.9648776,2,beomheep,1
435,hippocampus,hippocampus_L2,HSD,0.98185784,2,beomheep,1
436,hippocampus,hippocampus_L1,DCS,0.81769326167838,2,beomheep,1
436,hippocampus,hippocampus_L2,DCS,0.778464896325937,2,beomheep,1
436,hippocampus,hippocampus_L1,HSD,0.9095847,2,beomheep,1
436,hippocampus,hippocampus_L2,HSD,0.9272036,2,beomheep,1
437,hippocampus,hippocampus_L1,DCS,0.82139112198532,2,beomheep,1
437,hippocampus,hippocampus_L2,DCS,0.786580436540016,2,beomheep,1
437,hippocampus,hippocampus_L1,HSD,0.9005498,2,beomheep,1
437,hippocampus,hippocampus_L2,HSD,0.89761,2,beomheep,1
438,hippocampus,hippocampus_L1,DCS,0.927366104181952,2,beomheep,1
438,hippocampus,hippocampus_L2,DCS,0.932745961820852,2,beomheep,1
438,hippocampus,hippocampus_L1,HSD,0.99932545,2,beomheep,1
438,hippocampus,hippocampus_L2,HSD,0.9884706,2,beomheep,1
439,hippocampus,hippocampus_L1,DCS,0.920460230115058,2,beomheep,1
439,hippocampus,hippocampus_L2,DCS,0.92293633871459,2,beomheep,1
439,hippocampus,hippocampus_L1,HSD,0.992708,2,beomheep,1
439,hippocampus,hippocampus_L2,HSD,0.9984944,2,beomheep,1
440,hippocampus,hippocampus_L1,DCS,0.893835616438356,2,beomheep,1
440,hippocampus,hippocampus_L2,DCS,0.89967845659164,2,beomheep,1
440,hippocampus,hippocampus_L1,HSD,0.9958638,2,beomheep,1
440,hippocampus,hippocampus_L2,HSD,0.9785026,2,beomheep,1
441,hippocampus,hippocampus_L1,DCS,0.829176722982033,2,beomheep,1
441,hippocampus,hippocampus_L2,DCS,0.712146422628952,2,beomheep,1
