case,task,subtask,score,value,alg_number,alg_name,phase
299,liver,liver_L2,DCS,0.761801918310163,13,ORippler,1
299,liver,liver_L1,HSD,0.90766436,13,ORippler,1
299,liver,liver_L2,HSD,0.91811234,13,ORippler,1
300,liver,liver_L1,DCS,0.953614078047399,13,ORippler,1
300,liver,liver_L1,HSD,0.9116156,13,ORippler,1
301,liver,liver_L1,DCS,0.91600209081809,13,ORippler,1
301,liver,liver_L2,DCS,0.781735164461667,13,ORippler,1
301,liver,liver_L1,HSD,0.86930484,13,ORippler,1
301,liver,liver_L2,HSD,0.83923084,13,ORippler,1
302,liver,liver_L1,DCS,0.877452924466185,13,ORippler,1
302,liver,liver_L2,DCS,0.66810739442102,13,ORippler,1
302,liver,liver_L1,HSD,0.7702054,13,ORippler,1
302,liver,liver_L2,HSD,0.5842943,13,ORippler,1
303,liver,liver_L1,DCS,0.853879176065305,13,ORippler,1
303,liver,liver_L2,DCS,0.682048033568401,13,ORippler,1
303,liver,liver_L1,HSD,0.8365331,13,ORippler,1
303,liver,liver_L2,HSD,0.85686195,13,ORippler,1
304,liver,liver_L1,DCS,0.948159062960777,13,ORippler,1
304,liver,liver_L1,HSD,0.8804298,13,ORippler,1
305,liver,liver_L1,DCS,0.681951618190036,13,ORippler,1
305,liver,liver_L2,DCS,0.56874767744333,13,ORippler,1
305,liver,liver_L1,HSD,0.64690757,13,ORippler,1
305,liver,liver_L2,HSD,0.5844185,13,ORippler,1
306,liver,liver_L1,DCS,0.95167920644993,13,ORippler,1
306,liver,liver_L2,DCS,0.0201463633834763,13,ORippler,1
306,liver,liver_L1,HSD,0.9011381,13,ORippler,1
306,liver,liver_L2,HSD,0.045658227,13,ORippler,1
307,liver,liver_L1,DCS,0.931387851908122,13,ORippler,1
307,liver,liver_L2,DCS,0.0659246575342466,13,ORippler,1
307,liver,liver_L1,HSD,0.9772669,13,ORippler,1
307,liver,liver_L2,HSD,0.120957665,13,ORippler,1
308,liver,liver_L1,DCS,0.918437370936629,13,ORippler,1
308,liver,liver_L2,DCS,0.373424718107451,13,ORippler,1
308,liver,liver_L1,HSD,0.9034093,13,ORippler,1
308,liver,liver_L2,HSD,0.35641226,13,ORippler,1
309,liver,liver_L1,DCS,0.940840796423442,13,ORippler,1
309,liver,liver_L2,DCS,0.451383654570906,13,ORippler,1
309,liver,liver_L1,HSD,0.97367865,13,ORippler,1
309,liver,liver_L2,HSD,0.6501725,13,ORippler,1
310,liver,liver_L1,DCS,0.940469408718286,13,ORippler,1
310,liver,liver_L2,DCS,0.588872016508975,13,ORippler,1
310,liver,liver_L1,HSD,0.97626734,13,ORippler,1
310,liver,liver_L2,HSD,0.8206404,13,ORippler,1
311,liver,liver_L1,DCS,0.958004523395219,13,ORippler,1
311,liver,liver_L2,DCS,0.792599118942731,13,ORippler,1
311,liver,liver_L1,HSD,0.9872339,13,ORippler,1
311,liver,liver_L2,HSD,0.8051465,13,ORippler,1
312,liver,liver_L1,DCS,0.869741630415081,13,ORippler,1
312,liver,liver_L2,DCS,0.167272149858293,13,ORippler,1
312,liver,liver_L1,HSD,0.88825136,13,ORippler,1
312,liver,liver_L2,HSD,0.53956777,13,ORippler,1
313,liver,liver_L1,DCS,0.910726851859518,13,ORippler,1
313,liver,liver_L2,DCS,0.847098019478154,13,ORippler,1
313,liver,liver_L1,HSD,0.9387407,13,ORippler,1
313,liver,liver_L2,HSD,0.974912,13,ORippler,1
314,liver,liver_L1,DCS,0.937688352366986,13,ORippler,1
314,liver,liver_L2,DCS,0.758741994073224,13,ORippler,1
314,liver,liver_L1,HSD,0.9928287,13,ORippler,1
314,liver,liver_L2,HSD,0.92502075,13,ORippler,1
315,liver,liver_L1,DCS,0.917042261404982,13,ORippler,1
315,liver,liver_L2,DCS,0.0551159539355155,13,ORippler,1
315,liver,liver_L1,HSD,0.79043365,13,ORippler,1
315,liver,liver_L2,HSD,0.12021128,13,ORippler,1
316,liver,liver_L1,DCS,0.93692634060491,13,ORippler,1
316,liver,liver_L2,DCS,0.361271939131226,13,ORippler,1
316,liver,liver_L1,HSD,0.89896303,13,ORippler,1
316,liver,liver_L2,HSD,0.78447324,13,ORippler,1
317,liver,liver_L1,DCS,0.967661623170531,13,ORippler,1
317,liver,liver_L2,DCS,0.636801453884598,13,ORippler,1
317,liver,liver_L1,HSD,0.9893834,13,ORippler,1
317,liver,liver_L2,HSD,0.6657702,13,ORippler,1
318,liver,liver_L1,DCS,0.938978721705033,13,ORippler,1
318,liver,liver_L2,DCS,0.0298924549072741,13,ORippler,1
318,liver,liver_L1,HSD,0.96158874,13,ORippler,1
318,liver,liver_L2,HSD,0.1581681,13,ORippler,1
319,liver,liver_L1,DCS,0.934190593402552,13,ORippler,1
319,liver,liver_L2,DCS,0.5017635919453,13,ORippler,1
319,liver,liver_L1,HSD,0.95192564,13,ORippler,1
319,liver,liver_L2,HSD,0.7418155,13,ORippler,1
320,liver,liver_L1,DCS,0.922303517420081,13,ORippler,1
320,liver,liver_L2,DCS,0.786227179729304,13,ORippler,1
320,liver,liver_L1,HSD,0.8990052,13,ORippler,1
320,liver,liver_L2,HSD,0.8172773,13,ORippler,1
321,liver,liver_L1,DCS,0.923048973775902,13,ORippler,1
321,liver,liver_L2,DCS,0.818475452196382,13,ORippler,1
321,liver,liver_L1,HSD,0.9065476,13,ORippler,1
321,liver,liver_L2,HSD,0.9021198,13,ORippler,1
322,liver,liver_L1,DCS,0.679083643056941,13,ORippler,1
322,liver,liver_L2,DCS,0.216363018556171,13,ORippler,1
322,liver,liver_L1,HSD,0.60489357,13,ORippler,1
322,liver,liver_L2,HSD,0.3917935,13,ORippler,1
323,liver,liver_L1,DCS,0.920148880764625,13,ORippler,1
323,liver,liver_L2,DCS,0.687479824312559,13,ORippler,1
323,liver,liver_L1,HSD,0.8688871,13,ORippler,1
323,liver,liver_L2,HSD,0.8678999,13,ORippler,1
324,liver,liver_L1,DCS,0.899462379430461,13,ORippler,1
324,liver,liver_L2,DCS,0.707507589453218,13,ORippler,1
324,liver,liver_L1,HSD,0.8734484,13,ORippler,1
324,liver,liver_L2,HSD,0.8938529,13,ORippler,1
325,liver,liver_L1,DCS,0.947630033820993,13,ORippler,1
325,liver,liver_L2,DCS,0.152407536636427,13,ORippler,1
325,liver,liver_L1,HSD,0.90451944,13,ORippler,1
325,liver,liver_L2,HSD,0.2791345,13,ORippler,1
326,liver,liver_L1,DCS,0.794743813484931,13,ORippler,1
326,liver,liver_L2,DCS,0.456717666229253,13,ORippler,1
326,liver,liver_L1,HSD,0.66773814,13,ORippler,1
326,liver,liver_L2,HSD,0.3682573,13,ORippler,1
327,liver,liver_L1,DCS,0.944280420622643,13,ORippler,1
327,liver,liver_L2,DCS,0.00688953260784467,13,ORippler,1
327,liver,liver_L1,HSD,0.95423275,13,ORippler,1
327,liver,liver_L2,HSD,0.14462128,13,ORippler,1
328,liver,liver_L1,DCS,0.928687560730053,13,ORippler,1
328,liver,liver_L2,DCS,0.640557104109769,13,ORippler,1
328,liver,liver_L1,HSD,0.85579914,13,ORippler,1
328,liver,liver_L2,HSD,0.57893324,13,ORippler,1
329,liver,liver_L1,DCS,0.902387660512044,13,ORippler,1
329,liver,liver_L2,DCS,0.684375963020031,13,ORippler,1
329,liver,liver_L1,HSD,0.834271,13,ORippler,1
329,liver,liver_L2,HSD,0.73610145,13,ORippler,1
330,liver,liver_L1,DCS,0.921569190829992,13,ORippler,1
330,liver,liver_L2,DCS,0.62522965816693,13,ORippler,1
330,liver,liver_L1,HSD,0.8620944,13,ORippler,1
330,liver,liver_L2,HSD,0.73374814,13,ORippler,1
331,liver,liver_L1,DCS,0.889225616320011,13,ORippler,1
331,liver,liver_L2,DCS,0.701818750978244,13,ORippler,1
331,liver,liver_L1,HSD,0.8003723,13,ORippler,1
331,liver,liver_L2,HSD,0.81258607,13,ORippler,1
332,liver,liver_L1,DCS,0.878632976411968,13,ORippler,1
332,liver,liver_L2,DCS,0.69158009594339,13,ORippler,1
332,liver,liver_L1,HSD,0.8269322,13,ORippler,1
332,liver,liver_L2,HSD,0.7606066,13,ORippler,1
333,liver,liver_L1,DCS,0.792825789164229,13,ORippler,1
333,liver,liver_L2,DCS,0.586994769547355,13,ORippler,1
333,liver,liver_L1,HSD,0.72993124,13,ORippler,1
333,liver,liver_L2,HSD,0.78619725,13,ORippler,1
334,liver,liver_L1,DCS,0.96750420164155,13,ORippler,1
334,liver,liver_L2,DCS,0.440792500953157,13,ORippler,1
334,liver,liver_L1,HSD,0.9950773,13,ORippler,1
334,liver,liver_L2,HSD,0.42811462,13,ORippler,1
335,liver,liver_L1,DCS,0.935169110110185,13,ORippler,1
335,liver,liver_L2,DCS,0.0310246292012519,13,ORippler,1
335,liver,liver_L1,HSD,0.8910115,13,ORippler,1
335,liver,liver_L2,HSD,0.10820904,13,ORippler,1
336,liver,liver_L1,DCS,0.945681625477591,13,ORippler,1
336,liver,liver_L2,DCS,0.51227693546223,13,ORippler,1
336,liver,liver_L1,HSD,0.9598373,13,ORippler,1
336,liver,liver_L2,HSD,0.5803213,13,ORippler,1
337,hippocampus,hippocampus_L1,DCS,0.861356932153392,13,ORippler,1
337,hippocampus,hippocampus_L2,DCS,0.82147315855181,13,ORippler,1
337,hippocampus,hippocampus_L1,HSD,0.93844414,13,ORippler,1
337,hippocampus,hippocampus_L2,HSD,0.86990535,13,ORippler,1
338,hippocampus,hippocampus_L1,DCS,0.85498426023085,13,ORippler,1
338,hippocampus,hippocampus_L2,DCS,0.891843518281769,13,ORippler,1
338,hippocampus,hippocampus_L1,HSD,0.88559735,13,ORippler,1
338,hippocampus,hippocampus_L2,HSD,0.9763573,13,ORippler,1
339,hippocampus,hippocampus_L1,DCS,0.798108187998818,13,ORippler,1
339,hippocampus,hippocampus_L2,DCS,0.847832247095494,13,ORippler,1
339,hippocampus,hippocampus_L1,HSD,0.805008,13,ORippler,1
339,hippocampus,hippocampus_L2,HSD,0.90011966,13,ORippler,1
340,hippocampus,hippocampus_L1,DCS,0.844983089064262,13,ORippler,1
340,hippocampus,hippocampus_L2,DCS,0.756961340902947,13,ORippler,1
340,hippocampus,hippocampus_L1,HSD,0.83566594,13,ORippler,1
340,hippocampus,hippocampus_L2,HSD,0.7879983,13,ORippler,1
341,hippocampus,hippocampus_L1,DCS,0.870787878787879,13,ORippler,1
341,hippocampus,hippocampus_L2,DCS,0.870784641068447,13,ORippler,1
341,hippocampus,hippocampus_L1,HSD,0.9034671,13,ORippler,1
341,hippocampus,hippocampus_L2,HSD,0.9364539,13,ORippler,1
342,hippocampus,hippocampus_L1,DCS,0.815674891146589,13,ORippler,1
342,hippocampus,hippocampus_L2,DCS,0.853416501275872,13,ORippler,1
342,hippocampus,hippocampus_L1,HSD,0.84594953,13,ORippler,1
342,hippocampus,hippocampus_L2,HSD,0.9715968,13,ORippler,1
343,hippocampus,hippocampus_L1,DCS,0.703172978505629,13,ORippler,1
343,hippocampus,hippocampus_L2,DCS,0.801570522500755,13,ORippler,1
343,hippocampus,hippocampus_L1,HSD,0.719181,13,ORippler,1
343,hippocampus,hippocampus_L2,HSD,0.90887344,13,ORippler,1
344,hippocampus,hippocampus_L1,DCS,0.876268624487152,13,ORippler,1
344,hippocampus,hippocampus_L2,DCS,0.830860534124629,13,ORippler,1
344,hippocampus,hippocampus_L1,HSD,0.87535614,13,ORippler,1
344,hippocampus,hippocampus_L2,HSD,0.8695961,13,ORippler,1
345,hippocampus,hippocampus_L1,DCS,0.865200764818356,13,ORippler,1
345,hippocampus,hippocampus_L2,DCS,0.874201610663704,13,ORippler,1
345,hippocampus,hippocampus_L1,HSD,0.9101228,13,ORippler,1
345,hippocampus,hippocampus_L2,HSD,0.96628255,13,ORippler,1
346,hippocampus,hippocampus_L1,DCS,0.834839008570767,13,ORippler,1
346,hippocampus,hippocampus_L2,DCS,0.867400115807759,13,ORippler,1
346,hippocampus,hippocampus_L1,HSD,0.8447719,13,ORippler,1
346,hippocampus,hippocampus_L2,HSD,0.9027263,13,ORippler,1
347,hippocampus,hippocampus_L1,DCS,0.841943734015345,13,ORippler,1
347,hippocampus,hippocampus_L2,DCS,0.873380914618028,13,ORippler,1
347,hippocampus,hippocampus_L1,HSD,0.850685,13,ORippler,1
347,hippocampus,hippocampus_L2,HSD,0.9734414,13,ORippler,1
348,hippocampus,hippocampus_L1,DCS,0.858872845831393,13,ORippler,1
348,hippocampus,hippocampus_L2,DCS,0.855623950755456,13,ORippler,1
348,hippocampus,hippocampus_L1,HSD,0.8557593,13,ORippler,1
348,hippocampus,hippocampus_L2,HSD,0.9504849,13,ORippler,1
349,hippocampus,hippocampus_L1,DCS,0.716018402342116,13,ORippler,1
349,hippocampus,hippocampus_L2,DCS,0.822164948453608,13,ORippler,1
349,hippocampus,hippocampus_L1,HSD,0.64959186,13,ORippler,1
349,hippocampus,hippocampus_L2,HSD,0.9218487,13,ORippler,1
350,hippocampus,hippocampus_L1,DCS,0.847032967032967,13,ORippler,1
350,hippocampus,hippocampus_L2,DCS,0.86404833836858,13,ORippler,1
350,hippocampus,hippocampus_L1,HSD,0.86344,13,ORippler,1
350,hippocampus,hippocampus_L2,HSD,0.965846,13,ORippler,1
351,hippocampus,hippocampus_L1,DCS,0.794561933534743,13,ORippler,1
351,hippocampus,hippocampus_L2,DCS,0.878224355128974,13,ORippler,1
351,hippocampus,hippocampus_L1,HSD,0.79924446,13,ORippler,1
351,hippocampus,hippocampus_L2,HSD,0.9485321,13,ORippler,1
352,hippocampus,hippocampus_L1,DCS,0.808355091383812,13,ORippler,1
352,hippocampus,hippocampus_L2,DCS,0.867491166077738,13,ORippler,1
352,hippocampus,hippocampus_L1,HSD,0.7958249,13,ORippler,1
352,hippocampus,hippocampus_L2,HSD,0.93892986,13,ORippler,1
353,hippocampus,hippocampus_L1,DCS,0.788924194280527,13,ORippler,1
353,hippocampus,hippocampus_L2,DCS,0.867103538663172,13,ORippler,1
353,hippocampus,hippocampus_L1,HSD,0.7650875,13,ORippler,1
353,hippocampus,hippocampus_L2,HSD,0.9288293,13,ORippler,1
354,hippocampus,hippocampus_L1,DCS,0.78703481392557,13,ORippler,1
354,hippocampus,hippocampus_L2,DCS,0.794288736118456,13,ORippler,1
354,hippocampus,hippocampus_L1,HSD,0.729683,13,ORippler,1
354,hippocampus,hippocampus_L2,HSD,0.82417667,13,ORippler,1
355,hippocampus,hippocampus_L1,DCS,0.80407281703178,13,ORippler,1
355,hippocampus,hippocampus_L2,DCS,0.801403130059363,13,ORippler,1
355,hippocampus,hippocampus_L1,HSD,0.836862,13,ORippler,1
355,hippocampus,hippocampus_L2,HSD,0.7742792,13,ORippler,1
356,hippocampus,hippocampus_L1,DCS,0.73356401384083,13,ORippler,1
356,hippocampus,hippocampus_L2,DCS,0.763093999306278,13,ORippler,1
356,hippocampus,hippocampus_L1,HSD,0.78693146,13,ORippler,1
356,hippocampus,hippocampus_L2,HSD,0.8786243,13,ORippler,1
357,hippocampus,hippocampus_L1,DCS,0.594957983193277,13,ORippler,1
357,hippocampus,hippocampus_L2,DCS,0.625189681335357,13,ORippler,1
357,hippocampus,hippocampus_L1,HSD,0.6145728,13,ORippler,1
357,hippocampus,hippocampus_L2,HSD,0.6618939,13,ORippler,1
358,hippocampus,hippocampus_L1,DCS,0.813111768722968,13,ORippler,1
358,hippocampus,hippocampus_L2,DCS,0.863296440323063,13,ORippler,1
358,hippocampus,hippocampus_L1,HSD,0.83543044,13,ORippler,1
358,hippocampus,hippocampus_L2,HSD,0.942353,13,ORippler,1
359,hippocampus,hippocampus_L1,DCS,0.768815753978959,13,ORippler,1
359,hippocampus,hippocampus_L2,DCS,0.88387556399905,13,ORippler,1
359,hippocampus,hippocampus_L1,HSD,0.75877357,13,ORippler,1
359,hippocampus,hippocampus_L2,HSD,0.9539701,13,ORippler,1
360,hippocampus,hippocampus_L1,DCS,0.834437086092715,13,ORippler,1
360,hippocampus,hippocampus_L2,DCS,0.807027486540096,13,ORippler,1
360,hippocampus,hippocampus_L1,HSD,0.8072154,13,ORippler,1
360,hippocampus,hippocampus_L2,HSD,0.888645,13,ORippler,1
361,hippocampus,hippocampus_L1,DCS,0.821543408360129,13,ORippler,1
361,hippocampus,hippocampus_L2,DCS,0.857607282184655,13,ORippler,1
361,hippocampus,hippocampus_L1,HSD,0.84475315,13,ORippler,1
361,hippocampus,hippocampus_L2,HSD,0.9226638,13,ORippler,1
362,hippocampus,hippocampus_L1,DCS,0.860963916225082,13,ORippler,1
362,hippocampus,hippocampus_L2,DCS,0.837193225025925,13,ORippler,1
362,hippocampus,hippocampus_L1,HSD,0.9078846,13,ORippler,1
362,hippocampus,hippocampus_L2,HSD,0.95302826,13,ORippler,1
363,hippocampus,hippocampus_L1,DCS,0.610601125259106,13,ORippler,1
363,hippocampus,hippocampus_L2,DCS,0.842922130050843,13,ORippler,1
363,hippocampus,hippocampus_L1,HSD,0.6076041,13,ORippler,1
363,hippocampus,hippocampus_L2,HSD,0.9146279,13,ORippler,1
364,hippocampus,hippocampus_L1,DCS,0.688533477907292,13,ORippler,1
364,hippocampus,hippocampus_L2,DCS,0.898364485981308,13,ORippler,1
364,hippocampus,hippocampus_L1,HSD,0.6641686,13,ORippler,1
364,hippocampus,hippocampus_L2,HSD,0.9762964,13,ORippler,1
365,hippocampus,hippocampus_L1,DCS,0.863490707113865,13,ORippler,1
365,hippocampus,hippocampus_L2,DCS,0.861035422343324,13,ORippler,1
365,hippocampus,hippocampus_L1,HSD,0.86335677,13,ORippler,1
365,hippocampus,hippocampus_L2,HSD,0.8723128,13,ORippler,1
366,hippocampus,hippocampus_L1,DCS,0.833910034602076,13,ORippler,1
366,hippocampus,hippocampus_L2,DCS,0.866093706681453,13,ORippler,1
366,hippocampus,hippocampus_L1,HSD,0.86408037,13,ORippler,1
366,hippocampus,hippocampus_L2,HSD,0.9696966,13,ORippler,1
367,hippocampus,hippocampus_L1,DCS,0.825861680558684,13,ORippler,1
367,hippocampus,hippocampus_L2,DCS,0.84622439620911,13,ORippler,1
367,hippocampus,hippocampus_L1,HSD,0.8320664,13,ORippler,1
367,hippocampus,hippocampus_L2,HSD,0.93022853,13,ORippler,1
368,hippocampus,hippocampus_L1,DCS,0.583941605839416,13,ORippler,1
368,hippocampus,hippocampus_L2,DCS,0.752645502645503,13,ORippler,1
368,hippocampus,hippocampus_L1,HSD,0.5267364,13,ORippler,1
368,hippocampus,hippocampus_L2,HSD,0.80661917,13,ORippler,1
369,hippocampus,hippocampus_L1,DCS,0.611549224116001,13,ORippler,1
369,hippocampus,hippocampus_L2,DCS,0.822769230769231,13,ORippler,1
369,hippocampus,hippocampus_L1,HSD,0.56007355,13,ORippler,1
369,hippocampus,hippocampus_L2,HSD,0.8604674,13,ORippler,1
370,hippocampus,hippocampus_L1,DCS,0.605263157894737,13,ORippler,1
370,hippocampus,hippocampus_L2,DCS,0.845726970033296,13,ORippler,1
370,hippocampus,hippocampus_L1,HSD,0.558631,13,ORippler,1
370,hippocampus,hippocampus_L2,HSD,0.877875,13,ORippler,1
371,hippocampus,hippocampus_L1,DCS,0.762959680992468,13,ORippler,1
371,hippocampus,hippocampus_L2,DCS,0.868681465632522,13,ORippler,1
371,hippocampus,hippocampus_L1,HSD,0.7507802,13,ORippler,1
371,hippocampus,hippocampus_L2,HSD,0.94091636,13,ORippler,1
372,hippocampus,hippocampus_L1,DCS,0.863716814159292,13,ORippler,1
372,hippocampus,hippocampus_L2,DCS,0.882947118241236,13,ORippler,1
372,hippocampus,hippocampus_L1,HSD,0.92071646,13,ORippler,1
372,hippocampus,hippocampus_L2,HSD,0.9794931,13,ORippler,1
373,hippocampus,hippocampus_L1,DCS,0.792784239259435,13,ORippler,1
373,hippocampus,hippocampus_L2,DCS,0.847562868674325,13,ORippler,1
373,hippocampus,hippocampus_L1,HSD,0.7781615,13,ORippler,1
373,hippocampus,hippocampus_L2,HSD,0.9063621,13,ORippler,1
374,hippocampus,hippocampus_L1,DCS,0.851990984222389,13,ORippler,1
374,hippocampus,hippocampus_L2,DCS,0.858555885262117,13,ORippler,1
374,hippocampus,hippocampus_L1,HSD,0.87745124,13,ORippler,1
374,hippocampus,hippocampus_L2,HSD,0.92858666,13,ORippler,1
375,hippocampus,hippocampus_L1,DCS,0.844688644688645,13,ORippler,1
375,hippocampus,hippocampus_L2,DCS,0.794564348521183,13,ORippler,1
375,hippocampus,hippocampus_L1,HSD,0.8103623,13,ORippler,1
375,hippocampus,hippocampus_L2,HSD,0.81223863,13,ORippler,1
376,hippocampus,hippocampus_L1,DCS,0.8577065351418,13,ORippler,1
376,hippocampus,hippocampus_L2,DCS,0.894594594594595,13,ORippler,1
376,hippocampus,hippocampus_L1,HSD,0.89666986,13,ORippler,1
376,hippocampus,hippocampus_L2,HSD,0.9622165,13,ORippler,1
377,hippocampus,hippocampus_L1,DCS,0.839043628296771,13,ORippler,1
377,hippocampus,hippocampus_L2,DCS,0.86745406824147,13,ORippler,1
377,hippocampus,hippocampus_L1,HSD,0.8413644,13,ORippler,1
377,hippocampus,hippocampus_L2,HSD,0.94870126,13,ORippler,1
378,hippocampus,hippocampus_L1,DCS,0.85,13,ORippler,1
378,hippocampus,hippocampus_L2,DCS,0.88991825613079,13,ORippler,1
378,hippocampus,hippocampus_L1,HSD,0.8809874,13,ORippler,1
378,hippocampus,hippocampus_L2,HSD,0.9404894,13,ORippler,1
379,hippocampus,hippocampus_L1,DCS,0.849400266548201,13,ORippler,1
379,hippocampus,hippocampus_L2,DCS,0.908147379346134,13,ORippler,1
379,hippocampus,hippocampus_L1,HSD,0.8876183,13,ORippler,1
379,hippocampus,hippocampus_L2,HSD,0.9843349,13,ORippler,1
380,hippocampus,hippocampus_L1,DCS,0.837179070523237,13,ORippler,1
380,hippocampus,hippocampus_L2,DCS,0.828227194492255,13,ORippler,1
380,hippocampus,hippocampus_L1,HSD,0.9032239,13,ORippler,1
380,hippocampus,hippocampus_L2,HSD,0.93594635,13,ORippler,1
381,hippocampus,hippocampus_L1,DCS,0.767911818738518,13,ORippler,1
381,hippocampus,hippocampus_L2,DCS,0.791424418604651,13,ORippler,1
381,hippocampus,hippocampus_L1,HSD,0.78160715,13,ORippler,1
381,hippocampus,hippocampus_L2,HSD,0.8804676,13,ORippler,1
382,hippocampus,hippocampus_L1,DCS,0.78986272439282,13,ORippler,1
382,hippocampus,hippocampus_L2,DCS,0.848232848232848,13,ORippler,1
382,hippocampus,hippocampus_L1,HSD,0.78629506,13,ORippler,1
382,hippocampus,hippocampus_L2,HSD,0.92063504,13,ORippler,1
383,hippocampus,hippocampus_L1,DCS,0.846499339498018,13,ORippler,1
383,hippocampus,hippocampus_L2,DCS,0.897328612809784,13,ORippler,1
383,hippocampus,hippocampus_L1,HSD,0.8617631,13,ORippler,1
383,hippocampus,hippocampus_L2,HSD,0.97444797,13,ORippler,1
384,hippocampus,hippocampus_L1,DCS,0.797799174690509,13,ORippler,1
384,hippocampus,hippocampus_L2,DCS,0.833726106310553,13,ORippler,1
384,hippocampus,hippocampus_L1,HSD,0.8363752,13,ORippler,1
384,hippocampus,hippocampus_L2,HSD,0.85932386,13,ORippler,1
385,hippocampus,hippocampus_L1,DCS,0.78391959798995,13,ORippler,1
385,hippocampus,hippocampus_L2,DCS,0.893848354792561,13,ORippler,1
385,hippocampus,hippocampus_L1,HSD,0.70115703,13,ORippler,1
385,hippocampus,hippocampus_L2,HSD,0.9727307,13,ORippler,1
386,hippocampus,hippocampus_L1,DCS,0.68609865470852,13,ORippler,1
386,hippocampus,hippocampus_L2,DCS,0.820147823706543,13,ORippler,1
386,hippocampus,hippocampus_L1,HSD,0.6564098,13,ORippler,1
386,hippocampus,hippocampus_L2,HSD,0.88374186,13,ORippler,1
387,hippocampus,hippocampus_L1,DCS,0.660176672074996,13,ORippler,1
387,hippocampus,hippocampus_L2,DCS,0.846495726495726,13,ORippler,1
387,hippocampus,hippocampus_L1,HSD,0.5806042,13,ORippler,1
387,hippocampus,hippocampus_L2,HSD,0.8945007,13,ORippler,1
388,hippocampus,hippocampus_L1,DCS,0.720208945478289,13,ORippler,1
388,hippocampus,hippocampus_L2,DCS,0.882438316400581,13,ORippler,1
388,hippocampus,hippocampus_L1,HSD,0.68894064,13,ORippler,1
388,hippocampus,hippocampus_L2,HSD,0.9720283,13,ORippler,1
389,hippocampus,hippocampus_L1,DCS,0.747774480712166,13,ORippler,1
389,hippocampus,hippocampus_L2,DCS,0.819932049830125,13,ORippler,1
389,hippocampus,hippocampus_L1,HSD,0.73811156,13,ORippler,1
389,hippocampus,hippocampus_L2,HSD,0.86538345,13,ORippler,1
390,hippocampus,hippocampus_L1,DCS,0.783757808745795,13,ORippler,1
390,hippocampus,hippocampus_L2,DCS,0.868321167883212,13,ORippler,1
390,hippocampus,hippocampus_L1,HSD,0.7888069,13,ORippler,1
390,hippocampus,hippocampus_L2,HSD,0.97285706,13,ORippler,1
391,hippocampus,hippocampus_L1,DCS,0.832951945080092,13,ORippler,1
391,hippocampus,hippocampus_L2,DCS,0.723960123753867,13,ORippler,1
391,hippocampus,hippocampus_L1,HSD,0.87577873,13,ORippler,1
391,hippocampus,hippocampus_L2,HSD,0.7614375,13,ORippler,1
392,hippocampus,hippocampus_L1,DCS,0.875883930748598,13,ORippler,1
392,hippocampus,hippocampus_L2,DCS,0.902681231380338,13,ORippler,1
392,hippocampus,hippocampus_L1,HSD,0.90018517,13,ORippler,1
392,hippocampus,hippocampus_L2,HSD,0.9722609,13,ORippler,1
393,hippocampus,hippocampus_L1,DCS,0.737730870712401,13,ORippler,1
393,hippocampus,hippocampus_L2,DCS,0.875411997363217,13,ORippler,1
393,hippocampus,hippocampus_L1,HSD,0.74031466,13,ORippler,1
393,hippocampus,hippocampus_L2,HSD,0.97409666,13,ORippler,1
394,hippocampus,hippocampus_L1,DCS,0.874437218609305,13,ORippler,1
394,hippocampus,hippocampus_L2,DCS,0.860188087774295,13,ORippler,1
394,hippocampus,hippocampus_L1,HSD,0.9201196,13,ORippler,1
394,hippocampus,hippocampus_L2,HSD,0.94068795,13,ORippler,1
395,hippocampus,hippocampus_L1,DCS,0.872192513368984,13,ORippler,1
395,hippocampus,hippocampus_L2,DCS,0.862217129762246,13,ORippler,1
395,hippocampus,hippocampus_L1,HSD,0.91715133,13,ORippler,1
395,hippocampus,hippocampus_L2,HSD,0.9638335,13,ORippler,1
396,hippocampus,hippocampus_L1,DCS,0.875300914780934,13,ORippler,1
396,hippocampus,hippocampus_L2,DCS,0.826745913818722,13,ORippler,1
396,hippocampus,hippocampus_L1,HSD,0.9149752,13,ORippler,1
396,hippocampus,hippocampus_L2,HSD,0.88534576,13,ORippler,1
397,hippocampus,hippocampus_L1,DCS,0.823487796250442,13,ORippler,1
397,hippocampus,hippocampus_L2,DCS,0.902534113060429,13,ORippler,1
397,hippocampus,hippocampus_L1,HSD,0.8370264,13,ORippler,1
397,hippocampus,hippocampus_L2,HSD,0.99324894,13,ORippler,1
398,hippocampus,hippocampus_L1,DCS,0.828761429758936,13,ORippler,1
398,hippocampus,hippocampus_L2,DCS,0.894009216589862,13,ORippler,1
398,hippocampus,hippocampus_L1,HSD,0.8291812,13,ORippler,1
398,hippocampus,hippocampus_L2,HSD,0.9854256,13,ORippler,1
399,hippocampus,hippocampus_L1,DCS,0.847287735849057,13,ORippler,1
399,hippocampus,hippocampus_L2,DCS,0.892821031344793,13,ORippler,1
399,hippocampus,hippocampus_L1,HSD,0.8858937,13,ORippler,1
399,hippocampus,hippocampus_L2,HSD,0.98672426,13,ORippler,1
400,hippocampus,hippocampus_L1,DCS,0.887645687645688,13,ORippler,1
400,hippocampus,hippocampus_L2,DCS,0.860251046025105,13,ORippler,1
